Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (100,000 TO 199,999 SQ FT)",14,42.9
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (2,000 TO 4,999 SQ FT)",5,5.4
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (20,000 TO 49,999 SQ FT)",12,33.3
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (200,000 TO 499,999 SQ FT)",20,2.3
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (5,000 TO 9,999 SQ FT)",3,3.6
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (50,000 TO 99,999 SQ FT)",4,2.9
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (500,000 TO 999,999 SQ FT)",8,1.8
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,113,21.8
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,AREA IN PRODUCTION: (1 TO 999 SQ FT),"73,937",64
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (1,000 TO 1,999 SQ FT)","243,368",(H)
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (1,000,000 OR MORE SQ FT)", (D),(D)
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (10,000 TO 19,999 SQ FT)", (D),(D)
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (100,000 TO 199,999 SQ FT)","56,554,805",20.3
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (2,000 TO 4,999 SQ FT)","534,396",3.7
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (20,000 TO 49,999 SQ FT)","20,656,565",12.7
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (200,000 TO 499,999 SQ FT)","229,032,913",2.1
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (5,000 TO 9,999 SQ FT)", (D),(D)
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (50,000 TO 99,999 SQ FT)","7,168,311",3.1
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (500,000 TO 999,999 SQ FT)","132,809,846",2
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"612,168,271",2.1
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,AREA IN PRODUCTION: (1 TO 999 SQ FT),"4,699",51
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (1,000 TO 1,999 SQ FT)","11,736",91.3
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (1,000,000 OR MORE SQ FT)", (D),(D)
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (10,000 TO 19,999 SQ FT)","61,435",75.6
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (100,000 TO 199,999 SQ FT)","1,908,381",34
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (2,000 TO 4,999 SQ FT)","16,289",4.5
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (20,000 TO 49,999 SQ FT)","464,102",37.6
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (200,000 TO 499,999 SQ FT)","6,374,930",2.2
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (5,000 TO 9,999 SQ FT)","21,280",3.4
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (50,000 TO 99,999 SQ FT)", (D),(D)
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (500,000 TO 999,999 SQ FT)","4,788,266",1.7
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,TOTAL,NOT SPECIFIED,"17,314,135",3.9
CENSUS,2017,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,TOTAL,NOT SPECIFIED,11,39.9
CENSUS,2017,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,11,39.9
CENSUS,2017,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,TOTAL,NOT SPECIFIED,23,74.2
CENSUS,2017,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,23,74.2
CENSUS,2017,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,501,900",(H)
CENSUS,2017,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,TOTAL,NOT SPECIFIED,"136,229",(H)
CENSUS,2017,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,TOTAL,NOT SPECIFIED,48,(H)
CENSUS,2017,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,45,(H)
CENSUS,2017,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,STATE,TEXAS,48,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,TOTAL,NOT SPECIFIED,9,49.6
CENSUS,2017,YEAR,,STATE,TEXAS,48,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,9,49.6
CENSUS,2017,YEAR,,STATE,TEXAS,48,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,STATE,TEXAS,48,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,STATE,UTAH,49,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,TOTAL,NOT SPECIFIED,3,(H)
CENSUS,2017,YEAR,,STATE,UTAH,49,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,3,(H)
CENSUS,2017,YEAR,,STATE,UTAH,49,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"13,869,251",55.2
CENSUS,2017,YEAR,,STATE,UTAH,49,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,TOTAL,NOT SPECIFIED,"369,400",95.1
CENSUS,2017,YEAR,,STATE,VERMONT,50,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,TOTAL,NOT SPECIFIED,54,90.3
CENSUS,2017,YEAR,,STATE,VERMONT,50,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,54,90.3
CENSUS,2017,YEAR,,STATE,VERMONT,50,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"123,879",27
CENSUS,2017,YEAR,,STATE,VERMONT,50,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,TOTAL,NOT SPECIFIED,"9,960",36.3
CENSUS,2017,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,TOTAL,NOT SPECIFIED,41,34.3
CENSUS,2017,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,41,34.3
CENSUS,2017,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"760,917",10.5
CENSUS,2017,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,TOTAL,NOT SPECIFIED,"36,868",7.6
CENSUS,2017,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,TOTAL,NOT SPECIFIED,11,(H)
CENSUS,2017,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,11,(H)
CENSUS,2017,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,TOTAL,NOT SPECIFIED,"420,756",3.6
CENSUS,2017,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,TOTAL,NOT SPECIFIED,22,(H)
CENSUS,2017,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,22,(H)
CENSUS,2017,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"138,144",40.8
CENSUS,2017,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,TOTAL,NOT SPECIFIED,"10,129",23.2
CENSUS,2017,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,TOTAL,NOT SPECIFIED,26,(H)
CENSUS,2017,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,26,(H)
CENSUS,2017,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,973,830",35
CENSUS,2017,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,TOTAL,NOT SPECIFIED,"108,495",(H)
CENSUS,2017,YEAR,,STATE,WYOMING,56,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,TOTAL,NOT SPECIFIED,1,4.3
CENSUS,2017,YEAR,,STATE,WYOMING,56,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,1,4.3
CENSUS,2017,YEAR,,STATE,WYOMING,56,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,STATE,WYOMING,56,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2016,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH AREA IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),111,8.4
CENSUS,2016,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),111,8.4
CENSUS,2016,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"110,974,221",8.5
CENSUS,2016,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SQ FT IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"7,000,920",7
CENSUS,2016,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH AREA IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,31.3
CENSUS,2016,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,31.3
CENSUS,2016,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SQ FT IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH AREA IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),12,12.1
CENSUS,2016,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),12,12.1
CENSUS,2016,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"42,194,574",18
CENSUS,2016,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SQ FT IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,894,164",22.3
CENSUS,2016,YEAR,,STATE,COLORADO,8,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH AREA IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,29
CENSUS,2016,YEAR,,STATE,COLORADO,8,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,29
CENSUS,2016,YEAR,,STATE,COLORADO,8,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,COLORADO,8,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SQ FT IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH AREA IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4,14.7
CENSUS,2016,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4,14.7
CENSUS,2016,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"10,000",33
CENSUS,2016,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SQ FT IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,522",31.1
CENSUS,2016,YEAR,,STATE,FLORIDA,12,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH AREA IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,31.3
CENSUS,2016,YEAR,,STATE,FLORIDA,12,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,31.3
CENSUS,2016,YEAR,,STATE,FLORIDA,12,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,FLORIDA,12,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SQ FT IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,HAWAII,15,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH AREA IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,45.4
CENSUS,2016,YEAR,,STATE,HAWAII,15,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,45.4
CENSUS,2016,YEAR,,STATE,HAWAII,15,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,HAWAII,15,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SQ FT IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH AREA IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,88.4
CENSUS,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,88.4
CENSUS,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SQ FT IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,MAINE,23,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH AREA IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),5,14.7
CENSUS,2016,YEAR,,STATE,MAINE,23,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),5,14.7
CENSUS,2016,YEAR,,STATE,MAINE,23,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"755,614",33
CENSUS,2016,YEAR,,STATE,MAINE,23,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SQ FT IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"14,138",31.1
CENSUS,2016,YEAR,,STATE,MARYLAND,24,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH AREA IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,14.7
CENSUS,2016,YEAR,,STATE,MARYLAND,24,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,14.7
CENSUS,2016,YEAR,,STATE,MARYLAND,24,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,MARYLAND,24,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SQ FT IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH AREA IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,14.7
CENSUS,2016,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,14.7
CENSUS,2016,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - SQ FT IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,MUSHROOMS,"MUSHROOMS, ORGANIC - OPERATIONS WITH AREA IN PRODUCTION",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,53.7
